GEOID,NAME,geometry,population_estimate,pov_level_estimate,med_inc_estimate,population_moe,pov_level_moe,med_inc_moe,census_tract,counts
36081058900,"Census Tract 589, Queens County, New York","list(list(c(-73.908579, -73.907477, -73.906257, -73.904777, -73.904033, -73.903652, -73.90284, -73.902802, -73.902453, -73.902119, -73.901997, -73.90229, -73.903381, -73.904124, -73.904865, -73.906352, -73.907093, -73.907836, -73.908579, 40.706598, 40.707677, 40.708867, 40.70799, 40.707551, 40.707853, 40.706494, 40.706427, 40.705837, 40.705149, 40.704871, 40.704608, 40.703538, 40.703974, 40.704409, 40.705285, 40.705722, 40.70616, 40.706598)))",5053,5033,62403,672,668,28915,36081058900,7
36047052600,"Census Tract 526, Kings County, New York","list(list(c(-73.968791, -73.967917, -73.967044, -73.966174, -73.965792, -73.965382, -73.965082, -73.964805, -73.966777, -73.967406, -73.967627, -73.968039, -73.968224, -73.968722, -73.968791, 40.639256, 40.63965, 40.64004, 40.640431, 40.638441, 40.636279, 40.634683, 40.633249, 40.632295, 40.63447, 40.635238, 40.636651, 40.637297, 40.639018, 40.639256)))",4366,4328,73895,598,595,6121,36047052600,4
36047044500,"Census Tract 445, Kings County, New York","list(list(c(-73.923083, -73.92141, -73.919222, -73.917737, -73.916253, -73.918504, -73.920075, -73.920827, -73.92158, -73.922331, -73.923083, 40.703975, 40.70567, 40.707815, 40.706943, 40.706066, 40.703858, 40.702259, 40.702686, 40.703115, 40.703543, 40.703975)))",4519,4519,77451,685,685,15451,36047044500,6
36081085700,"Census Tract 857, Queens County, New York","list(list(c(-73.82709, -73.825185, -73.823213, -73.820758, -73.820636, -73.820045, -73.819233, -73.823979, -73.824718, -73.825781, -73.82709, 40.757143, 40.757649, 40.75818, 40.758842, 40.758872, 40.758483, 40.757947, 40.754868, 40.755488, 40.756354, 40.757143)))",5033,4728,47609,791,783,9332,36081085700,3
36047118201,"Census Tract 1182.01, Kings County, New York","list(list(c(-73.874054, -73.872603, -73.870948, -73.869909, -73.870704, -73.872739, -73.873222, -73.874054, 40.689299, 40.689921, 40.690502, 40.686116, 40.685918, 40.68541, 40.686939, 40.689299)))",3329,3329,72098,680,680,19104,36047118201,1
36061013604,"Census Tract 136.04, New York County, New York","list(list(c(-73.950798, -73.950339, -73.948084, -73.945728, -73.946195, -73.946656, -73.94901, -73.951261, -73.950798, 40.774927, 40.775564, 40.774611, 40.773622, 40.772985, 40.772351, 40.773342, 40.774292, 40.774927)))",4042,4042,126863,736,736,35803,36061013604,1
36047037900,"Census Tract 379, Kings County, New York","list(list(c(-73.922545, -73.919866, -73.917122, -73.916977, -73.916831, -73.916687, -73.91654, -73.916393, -73.916301, -73.921646, -73.922132, -73.922427, -73.922545, 40.681936, 40.682254, 40.682568, 40.681834, 40.681101, 40.680371, 40.679637, 40.678906, 40.678577, 40.67887, 40.679745, 40.681211, 40.681936)))",5122,5046,56645,869,862,22324,36047037900,4
36081018200,"Census Tract 182, Queens County, New York","list(list(c(-73.803356, -73.798215, -73.797535, -73.79727, -73.795935, -73.794726, -73.795705, -73.798365, -73.801216, -73.801793, -73.803356, 40.677644, 40.679097, 40.677739, 40.677195, 40.676597, 40.673761, 40.67385, 40.674087, 40.674344, 40.674394, 40.677644)))",2695,2681,69183,461,457,9284,36081018200,2
36047059600,"Census Tract 596, Kings County, New York","list(list(c(-73.944012, -73.942154, -73.941233, -73.939238, -73.939641, -73.93778, -73.937375, -73.936985, -73.938837, -73.939796, -73.941754, -73.943609, -73.944012, 40.591265, 40.591469, 40.591572, 40.591789, 40.593922, 40.594126, 40.591995, 40.589871, 40.589671, 40.589565, 40.589349, 40.589147, 40.591265)))",2445,2445,50000,422,422,12427,36047059600,1
36005039600,"Census Tract 396, Bronx County, New York","list(list(c(-73.862416, -73.86164, -73.860862, -73.857986, -73.855104, -73.855884, -73.857056, -73.859941, -73.862803, -73.862416, 40.884281, 40.885693, 40.887097, 40.886191, 40.885271, 40.883861, 40.881745, 40.882665, 40.883574, 40.884281)))",4522,4514,38923,805,803,5035,36005039600,5
36047014901,"Census Tract 149.01, Kings County, New York","list(list(c(-73.985948, -73.983586, -73.981225, -73.982231, -73.984591, -73.986951, -73.985948, 40.66563, 40.664489, 40.663347, 40.662142, 40.663284, 40.664425, 40.66563)))",1563,1563,144032,307,307,67292,36047014901,1
36081001000,"Census Tract 10, Queens County, New York","list(list(c(-73.862148, -73.860896, -73.859097, -73.85732, -73.856645, -73.85619, -73.858737, -73.861349, -73.861657, -73.861811, -73.862148, 40.69215, 40.692318, 40.692519, 40.692623, 40.691015, 40.689759, 40.689041, 40.688695, 40.690047, 40.690724, 40.69215)))",4845,4834,105022,830,829,37635,36081001000,1
36047029400,"Census Tract 294, Kings County, New York","list(list(c(-74.0022738340043, -74.000069, -73.998672, -73.99734, -73.995932, -73.995225, -73.996747, -73.995308, -73.996194, -73.997368, -73.998594, -74.0013650592907, -74.0022422905347, -74.0022738340043, 40.5939303087367, 40.595934, 40.597269, 40.598552, 40.597579, 40.597093, 40.595643, 40.594428, 40.593992, 40.593974, 40.593555, 40.592284776111, 40.5938731924816, 40.5939303087367)))",2614,2128,66146,426,397,20195,36047029400,2
36081012000,"Census Tract 120, Queens County, New York","list(list(c(-73.8313, -73.829668, -73.827972, -73.827181, -73.826594, -73.825988, -73.828511, -73.829336, -73.830526, -73.8313, 40.693058, 40.693517, 40.693992, 40.692378, 40.691179, 40.689946, 40.689239, 40.689004, 40.691431, 40.693058)))",2308,2301,73969,557,556,9466,36081012000,1
36047080000,"Census Tract 800, Kings County, New York","list(list(c(-73.957044, -73.9537, -73.95081, -73.950724, -73.950644, -73.950569, -73.950493, -73.956725, -73.956801, -73.956875, -73.956958, -73.957044, 40.661965, 40.662174, 40.662354, 40.661569, 40.660827, 40.660117, 40.659405, 40.659017, 40.65973, 40.660442, 40.66118, 40.661965)))",3697,3692,69543,506,506,14132,36047080000,2
36047065000,"Census Tract 650, Kings County, New York","list(list(c(-73.936336, -73.93538, -73.9331, -73.932195, -73.931951, -73.931731, -73.932487, -73.933205, -73.935018, -73.936867, -73.936336, 40.620611, 40.621216, 40.622694, 40.623269, 40.62106, 40.617927, 40.617432, 40.61697, 40.6186, 40.620253, 40.620611)))",1524,1517,74159,365,364,7892,36047065000,2
36047118202,"Census Tract 1182.02, Kings County, New York","list(list(c(-73.870128, -73.868059, -73.867277, -73.867018, -73.869084, -73.869909, -73.870948, -73.870128, 40.690709, 40.691184, 40.687745, 40.68683, 40.686322, 40.686116, 40.690502, 40.690709)))",3581,3581,60438,659,659,31670,36047118202,5
36085015602,"Census Tract 156.02, Richmond County, New York","list(list(c(-74.169013, -74.168227, -74.166089, -74.164765, -74.164231, -74.161024, -74.15852, -74.157537, -74.155933, -74.153975, -74.157047, -74.158511, -74.161349, -74.165265, -74.168293, -74.169013, 40.540098, 40.540249, 40.541655, 40.542672, 40.543301, 40.539898, 40.537237, 40.536294, 40.535354, 40.534268, 40.531228, 40.530566, 40.529374, 40.534748, 40.538931, 40.540098)))",3533,3533,123291,585,585,19253,36085015602,1
36047041300,"Census Tract 413, Kings County, New York","list(list(c(-73.913946, -73.9125, -73.911053, -73.910298, -73.908797, -73.908042, -73.907292, -73.908742, -73.910189, -73.91094, -73.911692, -73.912443, -73.913194, -73.913946, 40.689409, 40.690883, 40.692358, 40.69193, 40.691075, 40.690647, 40.690219, 40.688745, 40.687271, 40.687699, 40.688125, 40.688553, 40.68898, 40.689409)))",3646,3646,64267,837,837,19934,36047041300,6
36081025500,"Census Tract 255, Queens County, New York","list(list(c(-73.910231, -73.905864, -73.904917, -73.90611, -73.906242, -73.908117, -73.909919, -73.910159, -73.909711, -73.909516, -73.909483, -73.909847, -73.910451, -73.910231, 40.752977, 40.753404, 40.753505, 40.750624, 40.748128, 40.746186, 40.747764, 40.748502, 40.749755, 40.750442, 40.750561, 40.751637, 40.752961, 40.752977)))",1612,1612,82000,390,390,13576,36081025500,1
36085030301,"Census Tract 303.01, Richmond County, New York","list(list(c(-74.168482, -74.168141, -74.155425, -74.154291, -74.153177, -74.151541, -74.149503, -74.149241, -74.148768, -74.146145, -74.147054, -74.148227, -74.151983, -74.152496, -74.153689, -74.157312, -74.160501, -74.168725, -74.168482, 40.621562, 40.622078, 40.620069, 40.6193, 40.620162, 40.621202, 40.622923, 40.623329, 40.625104, 40.62493, 40.622971, 40.621502, 40.61753, 40.616556, 40.612322, 40.615155, 40.617416, 40.621209, 40.621562)))",5628,5621,95913,750,751,6123,36085030301,2
36081050000,"Census Tract 500, Queens County, New York","list(list(c(-73.771736, -73.770651, -73.76944, -73.767422, -73.766051, -73.764019, -73.759222, -73.756068, -73.754037, -73.753607, -73.757182, -73.758102, -73.762549, -73.764353, -73.76826, -73.768445, -73.771151, -73.771736, 40.710313, 40.710826, 40.711977, 40.713088, 40.713282, 40.713318, 40.713473, 40.713504, 40.71388, 40.713071, 40.712213, 40.712005, 40.710916, 40.710495, 40.709526, 40.709637, 40.710212, 40.710313)))",4850,4539,65698,801,772,17827,36081050000,4
36047028800,"Census Tract 288, Kings County, New York","list(list(c(-73.998254, -73.997044, -73.996465, -73.995882, -73.995303, -73.993104, -73.994265, -73.994847, -73.995429, -73.996055, -73.997824, -74.000022, -73.998254, 40.604608, 40.605769, 40.606328, 40.606886, 40.607445, 40.606116, 40.604996, 40.604437, 40.603877, 40.603275, 40.601578, 40.602907, 40.604608)))",3703,3649,63625,1022,1016,28631,36047028800,3
36081099801,"Census Tract 998.01, Queens County, New York","list(list(c(-73.763335, -73.761288, -73.761658, -73.759712, -73.757936, -73.757874, -73.755542, -73.753754, -73.754068, -73.752478, -73.75321, -73.753203, -73.753986, -73.754492, -73.757144, -73.757962, -73.759392, -73.760409, -73.762156, -73.762357, -73.763335, 40.597823, 40.599549, 40.599973, 40.600993, 40.600852, 40.601323, 40.600979, 40.600712, 40.599502, 40.599245, 40.597323, 40.595152, 40.59514, 40.595156, 40.595301, 40.595365, 40.595841, 40.596103, 40.596085, 40.597229, 40.597823)))",9308,9070,68370,1655,1637,18926,36081099801,4
36081022002,"Census Tract 220.02, Queens County, New York","list(list(c(-73.818831, -73.816842, -73.816534, -73.816433, -73.816442, -73.816441, -73.807822, -73.807774, -73.810221, -73.810196, -73.809834, -73.810555, -73.81243, -73.814262, -73.814432, -73.814198, -73.815594, -73.816416, -73.817798, -73.81915, -73.818831, 40.710384, 40.713475, 40.714226, 40.715644, 40.715785, 40.715887, 40.715911, 40.715716, 40.715707, 40.714283, 40.712812, 40.712626, 40.712645, 40.712672, 40.711568, 40.711037, 40.710689, 40.709865, 40.709342, 40.708428, 40.710384)))",7406,7405,84783,1144,1144,27997,36081022002,3
36005030202,"Census Tract 302.02, Bronx County, New York","list(list(c(-73.824725, -73.821458, -73.821164, -73.820873, -73.816341, -73.816752, -73.817557, -73.818807, -73.819884, -73.821041, -73.82305, -73.822619, -73.824244, -73.824725, 40.864987, 40.868406, 40.868583, 40.868907, 40.8661, 40.864544, 40.863588, 40.862482, 40.861754, 40.862762, 40.863347, 40.864073, 40.864762, 40.864987)))",5261,5256,67500,1072,1071,13342,36005030202,3
36081008500,"Census Tract 85, Queens County, New York","list(list(c(-73.945814, -73.944167, -73.942456, -73.937635, -73.936005, -73.937005, -73.939145, -73.940862, -73.9391, -73.94004, -73.941239, -73.942822, -73.94435, -73.945814, 40.757799, 40.759308, 40.758683, 40.766475, 40.765885, 40.76424, 40.760802, 40.758111, 40.757494, 40.756487, 40.755234, 40.756059, 40.756875, 40.757799)))",1141,1137,81442,379,380,44386,36081008500,8
36047044000,"Census Tract 440, Kings County, New York","list(list(c(-73.975172, -73.972903, -73.971881, -73.970955, -73.97003, -73.968657, -73.967286, -73.966782, -73.968153, -73.969525, -73.970452, -73.971379, -73.972398, -73.974515, -73.974777, -73.974972, -73.975172, 40.614724, 40.614153, 40.614266, 40.614369, 40.614469, 40.614622, 40.614773, 40.612109, 40.61196, 40.611808, 40.611704, 40.611602, 40.611491, 40.611257, 40.612638, 40.613668, 40.614724)))",2952,2952,67250,468,468,29107,36047044000,1
36061022400,"Census Tract 224, New York County, New York","list(list(c(-73.950216, -73.949313, -73.948419, -73.945568, -73.946031, -73.943172, -73.944083, -73.944994, -73.947839, -73.95068, -73.950216, 40.811478, 40.812711, 40.813938, 40.812752, 40.812119, 40.810942, 40.809693, 40.808446, 40.809641, 40.810843, 40.811478)))",7671,7592,34224,1204,1205,16583,36061022400,3
36047023100,"Census Tract 231, Kings County, New York","list(list(c(-73.962836, -73.960006, -73.959714, -73.959568, -73.959276, -73.958841, -73.959785, -73.961671, -73.962107, -73.962547, -73.962836, 40.688555, 40.688881, 40.687416, 40.686683, 40.685217, 40.683018, 40.682909, 40.682691, 40.684891, 40.687089, 40.688555)))",3623,3621,140888,541,541,41463,36047023100,2
36081003900,"Census Tract 39, Queens County, New York","list(list(c(-73.944167, -73.9397, -73.93859, -73.937635, -73.942456, -73.944167, 40.759308, 40.766411, 40.766817, 40.766475, 40.758683, 40.759308)))",1363,1363,48468,362,362,2221,36081003900,1
36081059501,"Census Tract 595.01, Queens County, New York","list(list(c(-73.910778, -73.906922, -73.906078, -73.905376, -73.904895, -73.904053, -73.905093, -73.907, -73.907741, -73.908481, -73.909222, -73.909963, -73.910413, -73.913038, -73.910778, 40.713188, 40.712948, 40.712903, 40.712877, 40.712857, 40.711004, 40.710756, 40.709306, 40.709744, 40.710183, 40.710621, 40.711057, 40.711778, 40.713332, 40.713188)))",1929,1929,91053,352,352,25381,36081059501,2
36047044901,"Census Tract 449.01, Kings County, New York","list(list(c(-73.941094, -73.940221, -73.939311, -73.938912, -73.936764, -73.936188, -73.935589, -73.935041, -73.936504, -73.934983, -73.936339, -73.935613, -73.938696, -73.940022, -73.94012, -73.940492, -73.941094, 40.722309, 40.722892, 40.723348, 40.723579, 40.724839, 40.724345, 40.722991, 40.721669, 40.721247, 40.717838, 40.716779, 40.715191, 40.715323, 40.715813, 40.716359, 40.718679, 40.722309)))",2884,2884,52716,542,542,9389,36047044901,1
36081003301,"Census Tract 33.01, Queens County, New York","list(list(c(-73.943609, -73.94243, -73.938333, -73.93717, -73.935614, -73.933833, -73.936095, -73.935387, -73.936835, -73.937875, -73.940513, -73.944018, -73.943609, 40.752766, 40.753998, 40.75182, 40.753079, 40.752282, 40.751605, 40.749732, 40.749412, 40.748395, 40.749804, 40.750856, 40.75235, 40.752766)))",2675,2675,143358,503,503,18384,36081003301,2
36081046000,"Census Tract 460, Queens County, New York","list(list(c(-73.797314, -73.795617, -73.794731, -73.793038, -73.792029, -73.7916, -73.791144, -73.790653, -73.78975, -73.790796, -73.791463, -73.792526, -73.794895, -73.796317, -73.797314, 40.70927, 40.709753, 40.710012, 40.710711, 40.711069, 40.710344, 40.709566, 40.708726, 40.707171, 40.70687, 40.706678, 40.70636, 40.705461, 40.707723, 40.70927)))",6043,6042,58234,946,946,11079,36081046000,7
36081006501,"Census Tract 65.01, Queens County, New York","list(list(c(-73.919956, -73.918116, -73.916821, -73.915849, -73.914874, -73.916896, -73.91819, -73.918986, -73.919778, -73.918493, -73.919956, 40.76844, 40.770029, 40.769792, 40.769634, 40.76947, 40.766982, 40.765394, 40.765771, 40.766152, 40.767735, 40.76844)))",3242,3242,101063,478,478,18419,36081006501,2
36005026602,"Census Tract 266.02, Bronx County, New York","list(list(c(-73.836693, -73.832499, -73.832235, -73.830542, -73.83043, -73.828855, -73.827997, -73.826883, -73.826113, -73.827575, -73.830432, -73.832965, -73.836868, -73.836693, 40.84364, 40.846848, 40.847022, 40.849218, 40.849164, 40.84969, 40.848624, 40.846903, 40.845339, 40.844732, 40.843858, 40.843518, 40.843473, 40.84364)))",5033,5033,41528,1094,1094,15151,36005026602,11
36005002701,"Census Tract 27.01, Bronx County, New York","list(list(c(-73.917964, -73.917479, -73.914495, -73.914997, -73.913478, -73.915868, -73.917315, -73.918819, -73.917964, 40.806116, 40.806823, 40.805561, 40.804872, 40.804263, 40.803714, 40.804298, 40.804905, 40.806116)))",2938,2901,18686,583,569,3057,36005002701,1
36005021601,"Census Tract 216.01, Bronx County, New York","list(list(c(-73.867248, -73.866361, -73.864465, -73.863938, -73.863555, -73.863156, -73.862837, -73.866806, -73.865979, -73.865074, -73.865472, -73.866385, -73.866682, -73.867248, 40.840344, 40.840592, 40.841088, 40.840045, 40.837865, 40.835531, 40.833688, 40.834837, 40.835205, 40.835342, 40.837676, 40.837587, 40.839236, 40.840344)))",4625,4625,39283,656,656,15776,36005021601,4
36047101000,"Census Tract 1010, Kings County, New York","list(list(c(-73.8983, -73.895191, -73.893375, -73.891557, -73.89476, -73.896961, -73.896478, -73.8983, 40.636736, 40.638742, 40.637108, 40.635475, 40.633405, 40.634791, 40.635106, 40.636736)))",2293,2284,59070,475,475,37045,36047101000,3
36081019200,"Census Tract 192, Queens County, New York","list(list(c(-73.805891, -73.802564, -73.798982, -73.79995, -73.799135, -73.798286, -73.796368, -73.798125, -73.805031, -73.805891, 40.682897, 40.683842, 40.684859, 40.686828, 40.687182, 40.687524, 40.683612, 40.683107, 40.681146, 40.682897)))",2225,2185,71938,449,447,22506,36081019200,1
36005033000,"Census Tract 330, Bronx County, New York","list(list(c(-73.867595, -73.867486, -73.867422, -73.86736, -73.864461, -73.864533, -73.864594, -73.864631, -73.864671, -73.866583, -73.867588, -73.867595, 40.858989, 40.861346, 40.863213, 40.865429, 40.865489, 40.863162, 40.861294, 40.859609, 40.857906, 40.857856, 40.85783, 40.858989)))",5575,5523,39018,693,692,11627,36005033000,9
36047039700,"Census Tract 397, Kings County, New York","list(list(c(-73.924392, -73.923644, -73.92223, -73.920657, -73.919906, -73.919153, -73.916899, -73.914642, -73.916046, -73.918046, -73.918294, -73.918783, -73.92055, -73.921214, -73.922072, -73.923979, -73.924127, -73.924392, 40.690831, 40.690399, 40.691823, 40.690927, 40.690499, 40.690076, 40.68879, 40.687507, 40.686072, 40.687213, 40.687357, 40.687626, 40.688641, 40.689019, 40.68949, 40.689275, 40.690005, 40.690831)))",3076,3076,57339,580,580,27980,36047039700,3
36047053900,"Census Tract 539, Kings County, New York","list(list(c(-73.964426, -73.961854, -73.960341, -73.961452, -73.962179, -73.965204, -73.964426, 40.703122, 40.704786, 40.703437, 40.701663, 40.700221, 40.702623, 40.703122)))",2878,2878,23011,498,498,6555,36047053900,1
36081040102,"Census Tract 401.02, Queens County, New York","list(list(c(-73.860409, -73.858447, -73.857542, -73.857155, -73.855799, -73.854556, -73.855835, -73.858763, -73.859178, -73.859586, -73.860409, 40.753937, 40.753936, 40.754067, 40.754144, 40.75441, 40.751962, 40.751577, 40.750717, 40.751527, 40.752321, 40.753937)))",5172,5172,65954,803,803,9116,36081040102,5
36081125700,"Census Tract 1257, Queens County, New York","list(list(c(-73.811124, -73.808958, -73.80717, -73.806912, -73.806785, -73.806521, -73.80488, -73.804668, -73.804529, -73.80904, -73.809854, -73.810399, -73.810626, -73.810744, -73.810694, -73.810886, -73.811124, 40.727833, 40.728073, 40.728269, 40.726913, 40.726232, 40.724873, 40.725056, 40.722915, 40.721466, 40.719912, 40.722343, 40.723724, 40.72442, 40.726265, 40.726489, 40.727172, 40.727833)))",3418,3298,71852,673,664,18440,36081125700,2
36081014900,"Census Tract 149, Queens County, New York","list(list(c(-73.917089, -73.914992, -73.913397, -73.912599, -73.911799, -73.913897, -73.914696, -73.915493, -73.916294, -73.917089, 40.76132, 40.763892, 40.76314, 40.762766, 40.76239, 40.759818, 40.760188, 40.760568, 40.760945, 40.76132)))",2152,2152,59781,417,417,25798,36081014900,4
36047088001,"Census Tract 880.01, Kings County, New York","list(list(c(-73.934553, -73.931607, -73.931579, -73.931406, -73.931325, -73.932336, -73.934231, -73.934316, -73.934553, 40.663362, 40.663557, 40.66323, 40.661331, 40.660594, 40.660532, 40.660415, 40.661148, 40.663362)))",2135,1681,45375,558,551,13644,36047088001,1
36047009600,"Census Tract 96, Kings County, New York","list(list(c(-74.007988, -74.006824, -74.004621, -74.002415, -74.002999, -74.003581, -74.004747, -74.00695, -74.009153, -74.007988, 40.647344, 40.648465, 40.647131, 40.645809, 40.645245, 40.644689, 40.643567, 40.644897, 40.646227, 40.647344)))",5822,5789,63457,600,598,15986,36047009600,3
36061005502,"Census Tract 55.02, New York County, New York","list(list(c(-73.996772, -73.995844, -73.994751, -73.994252, -73.993147, -73.991548, -73.991794, -73.992209, -73.992326, -73.992604, -73.993458, -73.995329, -73.995846, -73.996772, 40.725432, 40.726526, 40.727819, 40.728412, 40.727867, 40.727089, 40.726391, 40.725231, 40.724909, 40.724136, 40.724433, 40.725084, 40.725208, 40.725432)))",1912,1912,129250,340,340,32967,36061005502,1
36081094203,"Census Tract 942.03, Queens County, New York","list(list(c(-73.817229, -73.814643, -73.813846, -73.813048, -73.812157, -73.811252, -73.809865, -73.807283, -73.806346, -73.804305, -73.801991, -73.801716, -73.8014345864318, -73.806834, -73.8098659330526, -73.815495604297, -73.81599, -73.817229, 40.585687, 40.586777, 40.587075, 40.587338, 40.587445, 40.587567, 40.587742, 40.588001, 40.58808, 40.588327, 40.588869, 40.586672, 40.585658064731, 40.584619, 40.5838033446948, 40.5822888418555, 40.583698, 40.585687)))",6701,6623,55231,948,932,17733,36081094203,2
36047119400,"Census Tract 1194, Kings County, New York","list(list(c(-73.879882, -73.87896, -73.875275, -73.874957, -73.874624, -73.874231, -73.878871, -73.879254, -73.879568, -73.879882, 40.674255, 40.674384, 40.674918, 40.673651, 40.672389, 40.670863, 40.670195, 40.671732, 40.672987, 40.674255)))",5898,5898,55788,1215,1215,13199,36047119400,3
36047005601,"Census Tract 56.01, Kings County, New York","list(list(c(-74.0402472075319, -74.038364, -74.037975, -74.035682, -74.035925, -74.033866, -74.031515, -74.031947, -74.032637, -74.034579, -74.037068, -74.0392655790145, -74.03959, -74.0395989873548, -74.0396105002328, -74.0396194803355, -74.0399350595924, -74.0402472075319, 40.6157083845955, 40.616513, 40.615859, 40.616671, 40.617055, 40.616594, 40.61533, 40.614815, 40.61401, 40.61486, 40.613819, 40.6126282788836, 40.612934, 40.6129719398858, 40.6130205412023, 40.6130584504737, 40.6143906601431, 
40.6157083845955)))",2585,2585,67443,584,584,30433,36047005601,2
