GEOID,NAME,pov_level_estimate,med_inc_estimate,pov_level_moe,med_inc_moe,census_tract,counts
36047022200,"Census Tract 222, Kings County, New York",4034,31090,826,12622,36047022200,6
36047034800,"Census Tract 348, Kings County, New York",2851,49256,405,20047,36047034800,5
36081093402,"Census Tract 934.02, Queens County, New York",4345,98636,1058,31320,36081093402,2
36047041100,"Census Tract 411, Kings County, New York",3762,54128,864,12432,36047041100,2
36081015801,"Census Tract 158.01, Queens County, New York",3631,84600,521,8536,36081015801,3
36085012500,"Census Tract 125, Richmond County, New York",3013,111434,408,20087,36085012500,4
36047031100,"Census Tract 311, Kings County, New York",3014,65139,563,30813,36047031100,5
36047092000,"Census Tract 920, Kings County, New York",2247,32711,536,10681,36047092000,2
36085015100,"Census Tract 151, Richmond County, New York",5997,104191,882,21524,36085015100,8
36047123700,"Census Tract 1237, Kings County, New York",8372,45333,1513,8380,36047123700,4
36047086800,"Census Tract 868, Kings County, New York",3366,42171,650,15460,36047086800,7
36047022100,"Census Tract 221, Kings County, New York",4058,69213,726,19269,36047022100,2
36005041400,"Census Tract 414, Bronx County, New York",5312,61250,804,20018,36005041400,5
36081007300,"Census Tract 73, Queens County, New York",3862,106060,532,6993,36081007300,2
36085011201,"Census Tract 112.01, Richmond County, New York",5846,95586,837,30484,36085011201,5
36005032300,"Census Tract 323, Bronx County, New York",4674,88026,588,17430,36005032300,3
36081059300,"Census Tract 593, Queens County, New York",4274,73693,750,24091,36081059300,5
36085015601,"Census Tract 156.01, Richmond County, New York",6262,125774,828,31520,36085015601,5
36081036600,"Census Tract 366, Queens County, New York",2865,71500,531,20001,36081036600,5
36081010300,"Census Tract 103, Queens County, New York",4397,70742,553,5481,36081010300,3
36047018600,"Census Tract 186, Kings County, New York",2311,67426,498,21200,36047018600,1
36081000400,"Census Tract 4, Queens County, New York",4692,72773,1103,9691,36081000400,2
36081014000,"Census Tract 140, Queens County, New York",3757,94129,1105,17494,36081014000,2
36005036501,"Census Tract 365.01, Bronx County, New York",4234,36535,745,6633,36005036501,4
36081002600,"Census Tract 26, Queens County, New York",2149,116516,466,4360,36081002600,2
36005027900,"Census Tract 279, Bronx County, New York",8117,55406,1249,10656,36005027900,2
36081053100,"Census Tract 531, Queens County, New York",3613,65040,594,19218,36081053100,5
36081050800,"Census Tract 508, Queens County, New York",2014,66471,410,24606,36081050800,3
36081072900,"Census Tract 729, Queens County, New York",1462,151932,263,61508,36081072900,1
36081075701,"Census Tract 757.01, Queens County, New York",4877,99954,796,16534,36081075701,6
36081046100,"Census Tract 461, Queens County, New York",2402,68047,448,16441,36081046100,4
36081071100,"Census Tract 711, Queens County, New York",6057,87682,735,18182,36081071100,5
36047005100,"Census Tract 51, Kings County, New York",2937,155991,533,35151,36047005100,3
36061014000,"Census Tract 140, New York County, New York",7436,131641,912,34225,36061014000,1
36047008000,"Census Tract 80, Kings County, New York",3571,66768,716,18590,36047008000,4
36081003800,"Census Tract 38, Queens County, New York",2761,95598,434,22163,36081003800,2
36005037100,"Census Tract 371, Bronx County, New York",4153,24683,746,17249,36005037100,4
36005016100,"Census Tract 161, Bronx County, New York",4787,19599,731,3328,36005016100,6
36081091900,"Census Tract 919, Queens County, New York",5222,88466,964,35114,36081091900,2
36005032600,"Census Tract 326, Bronx County, New York",3463,95071,631,6670,36005032600,5
36081030903,"Census Tract 309.03, Queens County, New York",5069,77269,807,13687,36081030903,6
36061018000,"Census Tract 180, New York County, New York",7048,27152,1149,15095,36061018000,2
36081044601,"Census Tract 446.01, Queens County, New York",3835,51585,571,10630,36081044601,8
36047047700,"Census Tract 477, Kings County, New York",3974,164647,522,17171,36047047700,2
36061017200,"Census Tract 172, New York County, New York",5109,35486,1150,17206,36061017200,2
36047069800,"Census Tract 698, Kings County, New York",1512,122019,391,20217,36047069800,4
36061005501,"Census Tract 55.01, New York County, New York",4511,178008,713,36190,36061005501,1
36047032700,"Census Tract 327, Kings County, New York",2870,58750,551,34339,36047032700,5
36005003300,"Census Tract 33, Bronx County, New York",3289,20129,753,12453,36005003300,2
36085018704,"Census Tract 187.04, Richmond County, New York",3330,112091,519,35480,36085018704,1
36047089000,"Census Tract 890, Kings County, New York",6223,55550,1288,10385,36047089000,10
36085029102,"Census Tract 291.02, Richmond County, New York",3322,89286,796,18713,36085029102,6
36061029900,"Census Tract 299, New York County, New York",3757,21458,545,9892,36061029900,1
36081069701,"Census Tract 697.01, Queens County, New York",4299,93032,459,8140,36081069701,2
36047082400,"Census Tract 824, Kings County, New York",5104,51419,769,8353,36047082400,3
36005033700,"Census Tract 337, Bronx County, New York",2640,114151,380,17865,36005033700,5
36005028500,"Census Tract 285, Bronx County, New York",3699,65625,550,14110,36005028500,5
36085010500,"Census Tract 105, Richmond County, New York",4489,86250,632,26438,36085010500,2
36081019000,"Census Tract 190, Queens County, New York",2679,75511,382,17417,36081019000,2
36005029700,"Census Tract 297, Bronx County, New York",3864,104318,377,27070,36005029700,1
36047026400,"Census Tract 264, Kings County, New York",4378,67524,667,18801,36047026400,4
36047000100,"Census Tract 1, Kings County, New York",4689,134738,625,47227,36047000100,2
36005024400,"Census Tract 244, Bronx County, New York",2500,54359,370,14763,36005024400,4
36047042800,"Census Tract 428, Kings County, New York",3892,72344,551,17977,36047042800,4
36085002900,"Census Tract 29, Richmond County, New York",4947,41111,861,29927,36085002900,8
36081010100,"Census Tract 101, Queens County, New York",2463,95978,639,11946,36081010100,2
36081119100,"Census Tract 1191, Queens County, New York",2941,37886,605,5632,36081119100,3
36047068000,"Census Tract 680, Kings County, New York",2096,105272,491,53421,36047068000,1
36085004700,"Census Tract 47, Richmond County, New York",2523,101196,487,27011,36085004700,1
36047016100,"Census Tract 161, Kings County, New York",3708,156429,432,35612,36047016100,5
36047031702,"Census Tract 317.02, Kings County, New York",3820,95486,618,22518,36047031702,5
36061011500,"Census Tract 115, New York County, New York",3363,147159,700,43028,36061011500,2
36081028700,"Census Tract 287, Queens County, New York",7003,68213,1216,11051,36081028700,4
36047038200,"Census Tract 382, Kings County, New York",6186,17806,986,3457,36047038200,1
36061011900,"Census Tract 119, New York County, New York",1152,18056,160,4457,36061011900,1
36047114600,"Census Tract 1146, Kings County, New York",3119,35464,847,6693,36047114600,7
36047065400,"Census Tract 654, Kings County, New York",1592,110500,326,14937,36047065400,2
36081045400,"Census Tract 454, Queens County, New York",5252,53777,884,17849,36081045400,2
36005023100,"Census Tract 231, Bronx County, New York",1566,47321,346,13155,36005023100,4
36081018000,"Census Tract 180, Queens County, New York",1180,76250,350,37526,36081018000,1
36081077906,"Census Tract 779.06, Queens County, New York",3641,70096,476,11341,36081077906,6
36081005400,"Census Tract 54, Queens County, New York",6399,79044,797,12381,36081005400,8
36085013800,"Census Tract 138, Richmond County, New York",6705,132261,915,19032,36085013800,2
36081000702,"Census Tract 7.02, Queens County, New York",3651,102250,639,25360,36081000702,7
36081147900,"Census Tract 1479, Queens County, New York",4639,78958,643,26075,36081147900,2
36005014100,"Census Tract 141, Bronx County, New York",6366,33064,667,5281,36005014100,6
36047039200,"Census Tract 392, Kings County, New York",3370,58327,669,15321,36047039200,3
36047059403,"Census Tract 594.03, Kings County, New York",3456,84389,696,39711,36047059403,3
36005037400,"Census Tract 374, Bronx County, New York",3918,35232,823,7978,36005037400,6
36081037300,"Census Tract 373, Queens County, New York",2284,61042,577,31744,36081037300,1
36047078601,"Census Tract 786.01, Kings County, New York",2475,63891,664,4478,36047078601,6
36047049800,"Census Tract 498, Kings County, New York",4036,67580,664,32345,36047049800,2
36047091800,"Census Tract 918, Kings County, New York",2340,30781,322,16766,36047091800,4
36061023300,"Census Tract 233, New York County, New York",7450,77660,1289,16784,36061023300,2
36061003001,"Census Tract 30.01, New York County, New York",3718,78935,629,21877,36061003001,9
36081000200,"Census Tract 2, Queens County, New York",2655,65000,481,32653,36081000200,3
36081047801,"Census Tract 478.01, Queens County, New York",3791,37427,697,23811,36081047801,2
36047039800,"Census Tract 398, Kings County, New York",3078,76600,519,11202,36047039800,3
36005005002,"Census Tract 50.02, Bronx County, New York",6347,34013,1047,9630,36005005002,6
36081008300,"Census Tract 83, Queens County, New York",2211,76932,493,26344,36081008300,2
36047082800,"Census Tract 828, Kings County, New York",3524,70189,629,18934,36047082800,7
36047074800,"Census Tract 748, Kings County, New York",1725,73000,422,27837,36047074800,1
36005038200,"Census Tract 382, Bronx County, New York",2981,54844,510,24436,36005038200,2
36081094500,"Census Tract 945, Queens County, New York",4081,70840,696,15189,36081094500,3
36005041900,"Census Tract 419, Bronx County, New York",6202,44444,872,9459,36005041900,3
36047017100,"Census Tract 171, Kings County, New York",4344,142560,653,27045,36047017100,5
36081019600,"Census Tract 196, Queens County, New York",3374,78542,714,18257,36081019600,5
36047029800,"Census Tract 298, Kings County, New York",4387,59242,724,13106,36047029800,1
36005046209,"Census Tract 462.09, Bronx County, New York",5039,42121,1462,25248,36005046209,5
36047021300,"Census Tract 213, Kings County, New York",4346,66683,929,21455,36047021300,1
36047049700,"Census Tract 497, Kings County, New York",3076,107625,346,18284,36047049700,9
36005026400,"Census Tract 264, Bronx County, New York",6643,61014,1117,19993,36005026400,1
36081066701,"Census Tract 667.01, Queens County, New York",2894,113125,573,27468,36081066701,1
36047030100,"Census Tract 301, Kings County, New York",3340,95530,683,54551,36047030100,5
36047038500,"Census Tract 385, Kings County, New York",4556,83079,1180,18107,36047038500,6
36061026300,"Census Tract 263, New York County, New York",9690,54489,1202,15446,36061026300,2
36061000202,"Census Tract 2.02, New York County, New York",6771,31806,772,7207,36061000202,1
36081037600,"Census Tract 376, Queens County, New York",6794,108902,1172,16125,36081037600,2
36081044800,"Census Tract 448, Queens County, New York",2959,56182,542,21366,36081044800,1
36047021800,"Census Tract 218, Kings County, New York",2927,60816,772,27807,36047021800,1
36081021601,"Census Tract 216.01, Queens County, New York",2730,92763,420,13973,36081021601,5
36047028100,"Census Tract 281, Kings County, New York",5169,37243,1019,9322,36047028100,9
36085020701,"Census Tract 207.01, Richmond County, New York",3149,63750,805,34947,36085020701,1
36005023900,"Census Tract 239, Bronx County, New York",8442,43102,1623,5009,36005023900,9
36081015600,"Census Tract 156, Queens County, New York",3037,73877,564,10985,36081015600,3
36005025400,"Census Tract 254, Bronx County, New York",2183,75368,290,29597,36005025400,2
36005048401,"Census Tract 484.01, Bronx County, New York",4177,87870,799,20439,36005048401,4
36047012600,"Census Tract 126, Kings County, New York",2831,55625,416,12159,36047012600,2
36005001901,"Census Tract 19.01, Bronx County, New York",2164,55924,264,12028,36005001901,1
36047048600,"Census Tract 486, Kings County, New York",3556,55236,947,6698,36047048600,4
36005038600,"Census Tract 386, Bronx County, New York",9240,58382,1523,18900,36005038600,2
36081099802,"Census Tract 998.02, Queens County, New York",6489,53591,1419,13951,36081099802,1
36081116700,"Census Tract 1167, Queens County, New York",2064,53482,406,10426,36081116700,3
36047035900,"Census Tract 359, Kings County, New York",5929,67432,693,13304,36047035900,8
36081036500,"Census Tract 365, Queens County, New York",2697,62841,547,16695,36081036500,1
36061004001,"Census Tract 40.01, New York County, New York",2923,111985,473,32963,36061004001,1
36005005001,"Census Tract 50.01, Bronx County, New York",4216,28353,623,4831,36005005001,2
36081142900,"Census Tract 1429, Queens County, New York",4086,72979,555,29917,36081142900,1
36047079400,"Census Tract 794, Kings County, New York",1952,50714,506,18971,36047079400,7
36081046300,"Census Tract 463, Queens County, New York",3791,57518,707,7715,36081046300,1
36047084000,"Census Tract 840, Kings County, New York",2599,69948,495,29896,36047084000,2
36047007000,"Census Tract 70, Kings County, New York",2621,78565,374,18697,36047007000,2
36085007002,"Census Tract 70.02, Richmond County, New York",6425,85380,1163,58282,36085007002,2
36061005000,"Census Tract 50, New York County, New York",4978,168125,816,42351,36061005000,1
36081015700,"Census Tract 157, Queens County, New York",1313,62571,185,7510,36081015700,1
36005041100,"Census Tract 411, Bronx County, New York",3676,38452,653,6866,36005041100,3
36047005301,"Census Tract 53.01, Kings County, New York",2327,125357,386,26017,36047005301,2
36081084000,"Census Tract 840, Queens County, New York",7200,106325,963,15036,36081084000,8
36081157903,"Census Tract 1579.03, Queens County, New York",4378,108387,615,17569,36081157903,1
36081041300,"Census Tract 413, Queens County, New York",4954,64565,899,13628,36081041300,4
36047053700,"Census Tract 537, Kings County, New York",4097,46719,761,8311,36047053700,1
36005037000,"Census Tract 370, Bronx County, New York",2479,76065,436,7845,36005037000,3
36047081000,"Census Tract 810, Kings County, New York",2361,63362,537,18944,36047081000,1
36081056800,"Census Tract 568, Queens County, New York",5270,99339,759,21478,36081056800,3
36081051600,"Census Tract 516, Queens County, New York",2178,99643,421,39045,36081051600,1
36005040302,"Census Tract 403.02, Bronx County, New York",5319,37318,1466,9256,36005040302,2
36047105804,"Census Tract 1058.04, Kings County, New York",6752,39446,888,7307,36047105804,1
36061008300,"Census Tract 83, New York County, New York",4073,56197,714,34272,36061008300,2
36081098100,"Census Tract 981, Queens County, New York",2264,95694,293,19541,36081098100,5
36081120701,"Census Tract 1207.01, Queens County, New York",3191,94196,671,13511,36081120701,2
36005012901,"Census Tract 129.01, Bronx County, New York",4772,34329,681,8410,36005012901,9
36047007700,"Census Tract 77, Kings County, New York",6211,175469,779,31622,36047007700,6
36047037402,"Census Tract 374.02, Kings County, New York",4967,44472,707,22277,36047037402,1
36085019800,"Census Tract 198, Richmond County, New York",7728,88013,1091,35887,36085019800,3
36047090800,"Census Tract 908, Kings County, New York",5416,15050,1589,9197,36047090800,6
36005042500,"Census Tract 425, Bronx County, New York",6559,32421,863,12147,36005042500,6
36005041800,"Census Tract 418, Bronx County, New York",3718,67986,804,12619,36005041800,3
36047039600,"Census Tract 396, Kings County, New York",2090,59063,474,30286,36047039600,1
36085004001,"Census Tract 40.01, Richmond County, New York",3077,52204,1239,13489,36085004001,1
36081033405,"Census Tract 334.05, Queens County, New York",2675,64965,677,15869,36081033405,1
36047051601,"Census Tract 516.01, Kings County, New York",5115,56834,667,7906,36047051601,1
36047015700,"Census Tract 157, Kings County, New York",4853,166372,791,18669,36047015700,3
36085024800,"Census Tract 248, Richmond County, New York",4855,125446,793,22072,36085024800,11
36047039900,"Census Tract 399, Kings County, New York",4505,55517,676,12672,36047039900,5
36047117201,"Census Tract 1172.01, Kings County, New York",2408,56906,360,14976,36047117201,2
36081053901,"Census Tract 539.01, Queens County, New York",4422,83172,507,17139,36081053901,5
36061026100,"Census Tract 261, New York County, New York",13180,44173,1542,13817,36061026100,1
36085004004,"Census Tract 40.04, Richmond County, New York",4353,84732,1542,71818,36085004004,5
36061006800,"Census Tract 68, New York County, New York",7226,136962,1115,23709,36061006800,1
36047031401,"Census Tract 314.01, Kings County, New York",5152,76908,1050,18648,36047031401,5
36047051800,"Census Tract 518, Kings County, New York",3440,84748,617,10040,36047051800,3
36047032300,"Census Tract 323, Kings County, New York",3550,77450,737,20202,36047032300,3
36047021100,"Census Tract 211, Kings County, New York",3008,72005,415,22946,36047021100,4
36047003500,"Census Tract 35, Kings County, New York",2283,132528,265,19272,36047003500,3
36005016700,"Census Tract 167, Bronx County, New York",3652,46481,483,11796,36005016700,3
36085022300,"Census Tract 223, Richmond County, New York",2765,56696,399,2123,36085022300,2
36081152902,"Census Tract 1529.02, Queens County, New York",6168,105207,992,20180,36081152902,1
36061001402,"Census Tract 14.02, New York County, New York",3132,33793,608,26727,36061001402,3
36081059100,"Census Tract 591, Queens County, New York",5735,68364,817,7021,36081059100,2
36047009402,"Census Tract 94.02, Kings County, New York",2969,63344,593,20224,36047009402,1
36085012200,"Census Tract 122, Richmond County, New York",3975,93777,739,17281,36085012200,4
36047051300,"Census Tract 513, Kings County, New York",5825,121607,765,15704,36047051300,12
36047035400,"Census Tract 354, Kings County, New York",6315,52143,875,14011,36047035400,2
36005020000,"Census Tract 200, Bronx County, New York",5147,41250,664,4996,36005020000,11
36047021700,"Census Tract 217, Kings County, New York",3493,70625,553,26428,36047021700,4
36005006900,"Census Tract 69, Bronx County, New York",7249,32887,1033,16998,36005006900,5
36005027300,"Census Tract 273, Bronx County, New York",7583,48459,1191,13824,36005027300,3
36047025300,"Census Tract 253, Kings County, New York",4003,79583,815,15655,36047025300,2
36085002100,"Census Tract 21, Richmond County, New York",4840,61500,808,21222,36085002100,17
36005007700,"Census Tract 77, Bronx County, New York",2161,48333,531,14767,36005007700,3
36081093401,"Census Tract 934.01, Queens County, New York",3920,92847,792,14656,36081093401,2
36047077000,"Census Tract 770, Kings County, New York",2389,88482,643,36311,36047077000,4
36081067900,"Census Tract 679, Queens County, New York",4411,62266,524,17738,36081067900,5
36047026100,"Census Tract 261, Kings County, New York",5353,65957,677,19317,36047026100,5
36081026300,"Census Tract 263, Queens County, New York",5360,75335,1096,23753,36081026300,4
36085013204,"Census Tract 132.04, Richmond County, New York",5246,97752,477,14597,36085013204,5
36081051700,"Census Tract 517, Queens County, New York",1816,98015,404,40061,36081051700,4
36081040902,"Census Tract 409.02, Queens County, New York",3612,57763,965,16460,36081040902,1
36085009601,"Census Tract 96.01, Richmond County, New York",4507,101625,679,16127,36085009601,3
36081062900,"Census Tract 629, Queens County, New York",3491,86309,476,1080,36081062900,3
36047019200,"Census Tract 192, Kings County, New York",2870,52885,616,21831,36047019200,4
36081055900,"Census Tract 559, Queens County, New York",1149,71324,273,6486,36081055900,1
36061013300,"Census Tract 133, New York County, New York",6471,84772,802,21833,36061013300,2
36005022902,"Census Tract 229.02, Bronx County, New York",3700,46576,823,20613,36005022902,5
36081048500,"Census Tract 485, Queens County, New York",4255,62434,667,16367,36081048500,2
36081042400,"Census Tract 424, Queens County, New York",2410,72750,419,29154,36081042400,1
36047082600,"Census Tract 826, Kings County, New York",4905,65866,764,9047,36047082600,5
36047072600,"Census Tract 726, Kings County, New York",2392,89814,673,29548,36047072600,1
36061022800,"Census Tract 228, New York County, New York",6154,77701,811,11403,36061022800,1
36047028700,"Census Tract 287, Kings County, New York",3486,57321,545,32602,36047028700,3
36081124100,"Census Tract 1241, Queens County, New York",3971,81250,684,10063,36081124100,5
36085022601,"Census Tract 226.01, Richmond County, New York",6934,126364,911,51712,36085022601,3
36061010601,"Census Tract 106.01, New York County, New York",7632,243082,1431,54350,36061010601,1
36081126700,"Census Tract 1267, Queens County, New York",2667,78750,425,31659,36081126700,2
36047021200,"Census Tract 212, Kings County, New York",4309,58385,770,13099,36047021200,2
36061022200,"Census Tract 222, New York County, New York",3616,61125,583,31651,36061022200,1
36005017701,"Census Tract 177.01, Bronx County, New York",4158,33428,698,19306,36005017701,6
36047053200,"Census Tract 532, Kings County, New York",2759,65603,363,19524,36047053200,6
36047022400,"Census Tract 224, Kings County, New York",5479,44677,1234,14096,36047022400,2
36085007400,"Census Tract 74, Richmond County, New York",4998,68264,631,13766,36085007400,1
36047098600,"Census Tract 986, Kings County, New York",2857,81369,489,14640,36047098600,2
36061029300,"Census Tract 293, New York County, New York",10138,55903,1922,14727,36061029300,2
36005044200,"Census Tract 442, Bronx County, New York",4108,42009,1319,28032,36005044200,1
36081084500,"Census Tract 845, Queens County, New York",4980,32285,704,16848,36081084500,2
36047089200,"Census Tract 892, Kings County, New York",3118,26807,693,10068,36047089200,4
36047036600,"Census Tract 366, Kings County, New York",4076,43806,806,10387,36047036600,6
36081014400,"Census Tract 144, Queens County, New York",1810,63906,472,15183,36081014400,2
36047026600,"Census Tract 266, Kings County, New York",3633,45893,539,6433,36047026600,3
36085025100,"Census Tract 251, Richmond County, New York",6002,112244,824,16092,36085025100,1
36061019300,"Census Tract 193, New York County, New York",10483,73487,1411,16789,36061019300,2
36005040400,"Census Tract 404, Bronx County, New York",3264,92431,786,19401,36005040400,6
36005027401,"Census Tract 274.01, Bronx County, New York",5148,82273,769,41456,36005027401,2
36081101002,"Census Tract 1010.02, Queens County, New York",5332,38395,1221,32774,36081101002,1
36047026500,"Census Tract 265, Kings County, New York",4187,75612,635,25510,36047026500,5
36047116400,"Census Tract 1164, Kings County, New York",4024,60137,835,12007,36047116400,2
36061009500,"Census Tract 95, New York County, New York",2227,154274,431,44597,36061009500,3
36081157101,"Census Tract 1571.01, Queens County, New York",8889,102525,1419,17225,36081157101,3
36047086200,"Census Tract 862, Kings County, New York",3008,49861,523,10282,36047086200,2
36047006200,"Census Tract 62, Kings County, New York",2520,68722,623,20608,36047006200,7
36047107001,"Census Tract 1070.01, Kings County, New York",2990,53073,379,10565,36047107001,1
36061004200,"Census Tract 42, New York County, New York",2517,128578,425,45026,36061004200,1
36081068700,"Census Tract 687, Queens County, New York",4354,56855,669,17908,36081068700,4
36081002000,"Census Tract 20, Queens County, New York",1746,84286,331,22967,36081002000,2
36005036902,"Census Tract 369.02, Bronx County, New York",2212,15625,264,7186,36005036902,2
36047069000,"Census Tract 690, Kings County, New York",2001,117292,496,12735,36047069000,1
36047007400,"Census Tract 74, Kings County, New York",5464,65750,994,22169,36047007400,6
36005033801,"Census Tract 338.01, Bronx County, New York",2256,63978,487,5289,36005033801,3
36005039700,"Census Tract 397, Bronx County, New York",813,28125,102,14891,36005039700,4
36085008100,"Census Tract 81, Richmond County, New York",4204,55694,679,28594,36085008100,2
36081046600,"Census Tract 466, Queens County, New York",4631,63496,802,11041,36081046600,4
36047065600,"Census Tract 656, Kings County, New York",1900,104653,293,15900,36047065600,1
36005021001,"Census Tract 210.01, Bronx County, New York",8110,56258,953,9578,36005021001,3
36047060000,"Census Tract 600, Kings County, New York",6344,87365,925,33534,36047060000,3
36085024401,"Census Tract 244.01, Richmond County, New York",5704,118592,846,30291,36085024401,2
36081024300,"Census Tract 243, Queens County, New York",5171,56563,779,16075,36081024300,5
36081099200,"Census Tract 992, Queens County, New York",4293,31258,650,4008,36081099200,4
36047005302,"Census Tract 53.02, Kings County, New York",91,119205,85,20613,36047005302,3
36081016800,"Census Tract 168, Queens County, New York",3597,101146,664,15329,36081016800,1
36081018102,"Census Tract 181.02, Queens County, New York",3389,83523,548,9181,36081018102,2
36005036400,"Census Tract 364, Bronx County, New York",2641,55208,432,25800,36005036400,4
36081033000,"Census Tract 330, Queens County, New York",7606,89685,1001,3788,36081033000,6
36081069000,"Census Tract 690, Queens County, New York",4198,108897,775,17093,36081069000,1
36047070201,"Census Tract 702.01, Kings County, New York",5775,113707,758,29146,36047070201,1
36081029700,"Census Tract 297, Queens County, New York",1912,76316,411,27698,36081029700,2
36005046208,"Census Tract 462.08, Bronx County, New York",5144,78339,1007,12567,36005046208,4
36047036900,"Census Tract 369, Kings County, New York",5815,36605,857,11540,36047036900,8
36047074200,"Census Tract 742, Kings County, New York",3137,68931,564,12679,36047074200,4
36081063700,"Census Tract 637, Queens County, New York",3672,91655,659,10836,36081063700,3
36085014604,"Census Tract 146.04, Richmond County, New York",7392,125750,1304,25412,36085014604,6
36085002002,"Census Tract 20.02, Richmond County, New York",3091,80764,389,44235,36085002002,3
36081063800,"Census Tract 638, Queens County, New York",3486,108417,630,29826,36081063800,2
36047035200,"Census Tract 352, Kings County, New York",1082,12073,211,1457,36047035200,1
36047049000,"Census Tract 490, Kings County, New York",5561,58965,958,18125,36047049000,1
36047118800,"Census Tract 1188, Kings County, New York",4757,59112,795,17744,36047118800,4
36081161700,"Census Tract 1617, Queens County, New York",5133,123728,689,13467,36081161700,3
36047026900,"Census Tract 269, Kings County, New York",3237,90962,704,8491,36047026900,4
36081061301,"Census Tract 613.01, Queens County, New York",5856,66835,1032,7938,36081061301,5
36047068200,"Census Tract 682, Kings County, New York",2579,94957,424,52454,36047068200,1
36081070700,"Census Tract 707, Queens County, New York",2750,110052,348,20495,36081070700,1
36085017600,"Census Tract 176, Richmond County, New York",4963,160870,817,39676,36085017600,2
36005011800,"Census Tract 118, Bronx County, New York",4611,101875,714,20484,36005011800,1
36085000700,"Census Tract 7, Richmond County, New York",4578,53615,974,12757,36085000700,3
36085014607,"Census Tract 146.07, Richmond County, New York",4841,109427,608,13278,36085014607,6
36047043500,"Census Tract 435, Kings County, New York",5191,71049,793,19737,36047043500,4
36081069300,"Census Tract 693, Queens County, New York",3119,75119,613,21288,36081069300,8
36061028700,"Census Tract 287, New York County, New York",4580,69688,698,16752,36061028700,1
36061006600,"Census Tract 66, New York County, New York",11802,101127,1890,26213,36061006600,2
36081127700,"Census Tract 1277, Queens County, New York",3299,127730,564,48586,36081127700,4
36047000200,"Census Tract 2, Kings County, New York",1160,58882,270,15570,36047000200,1
36081052800,"Census Tract 528, Queens County, New York",1543,78387,309,13076,36081052800,4
36005039400,"Census Tract 394, Bronx County, New York",4963,50667,768,20679,36005039400,2
36061003400,"Census Tract 34, New York County, New York",6981,92569,1078,26554,36061003400,4
36081083800,"Census Tract 838, Queens County, New York",5861,84481,888,18311,36081083800,5
36085006400,"Census Tract 64, Richmond County, New York",3475,61154,662,23247,36085006400,7
36081048100,"Census Tract 481, Queens County, New York",6775,64091,1304,14963,36081048100,5
36047112000,"Census Tract 1120, Kings County, New York",3353,54706,671,31038,36047112000,5
36047120801,"Census Tract 1208.01, Kings County, New York",5642,69235,1455,65806,36047120801,1
36005025600,"Census Tract 256, Bronx County, New York",1401,50980,280,15256,36005025600,1
36085013302,"Census Tract 133.02, Richmond County, New York",3846,93929,835,45958,36085013302,6
36047109800,"Census Tract 1098, Kings County, New York",2460,52886,563,11910,36047109800,2
36047055400,"Census Tract 554, Kings County, New York",4252,51667,660,17254,36047055400,3
36047058600,"Census Tract 586, Kings County, New York",2760,74347,406,10013,36047058600,1
36047013800,"Census Tract 138, Kings County, New York",4075,79482,512,13878,36047013800,9
36047044200,"Census Tract 442, Kings County, New York",2499,72837,458,33154,36047044200,1
36047019400,"Census Tract 194, Kings County, New York",3508,47031,800,23322,36047019400,2
36081025301,"Census Tract 253.01, Queens County, New York",4385,65245,503,5620,36081025301,6
36047020800,"Census Tract 208, Kings County, New York",3250,48750,589,29823,36047020800,1
36081013400,"Census Tract 134, Queens County, New York",5503,83542,1076,27627,36081013400,1
36081054200,"Census Tract 542, Queens County, New York",5823,82406,974,23401,36081054200,4
36047101200,"Census Tract 1012, Kings County, New York",2324,85556,415,29030,36047101200,3
36081061900,"Census Tract 619, Queens County, New York",3657,100861,772,37476,36081061900,5
36085027900,"Census Tract 279, Richmond County, New York",1862,128750,405,55706,36085027900,1
36081088400,"Census Tract 884, Queens County, New York",9175,97830,1185,25422,36081088400,3
36005023301,"Census Tract 233.01, Bronx County, New York",4158,37887,672,21714,36005023301,2
36005032800,"Census Tract 328, Bronx County, New York",4140,44680,492,14300,36005032800,2
36081044602,"Census Tract 446.02, Queens County, New York",5295,40292,618,14316,36081044602,6
36047014700,"Census Tract 147, Kings County, New York",2655,109602,387,19932,36047014700,1
36081094202,"Census Tract 942.02, Queens County, New York",6057,51098,823,16145,36081094202,6
36081080301,"Census Tract 803.01, Queens County, New York",3441,50033,731,7124,36081080301,1
36081117500,"Census Tract 1175, Queens County, New York",4533,82545,761,13745,36081117500,4
36061017800,"Census Tract 178, New York County, New York",4065,46198,737,22856,36061017800,1
36047046000,"Census Tract 460, Kings County, New York",3529,82500,667,21037,36047046000,1
36085013203,"Census Tract 132.03, Richmond County, New York",6683,116755,898,21834,36085013203,1
36047003700,"Census Tract 37, Kings County, New York",3127,144732,420,22556,36047003700,6
36081042700,"Census Tract 427, Queens County, New York",4784,48778,881,28787,36081042700,2
36047007100,"Census Tract 71, Kings County, New York",4669,42526,857,14975,36047007100,3
36047117800,"Census Tract 1178, Kings County, New York",1889,49423,521,15771,36047117800,4
36081004002,"Census Tract 40.02, Queens County, New York",1839,42040,702,4030,36081004002,3
36047002200,"Census Tract 22, Kings County, New York",4032,38309,810,5052,36047002200,5
36047055300,"Census Tract 553, Kings County, New York",3060,117750,643,21817,36047055300,13
36081086400,"Census Tract 864, Queens County, New York",2827,106612,442,22958,36081086400,2
